State,County_FIPS,Average_Distance_to_Stations_(miles),Station_Identifiers_(USAF_WBAN),Nearest_Station,Nearest_Station_Distance,County_Name
IN,18063,37.714719182682536,720575173|72057599999|72081599999|72435653866|72435699999|72436013803|72436113803|72436313803|72436399999|72437093823|72437099999|72437193823|7243733868|72437393823|72437399999|7243753893|72437599999|72438093819|72438453842|72438499999|9999993868|99999914835|99999993819|99999993823,724384-53842,12.015169870227789,Hendricks County
HI,15009,21.506125567369594,91186022534|91186099999|91188099999|91189099999|91190022516|91190322516|91190422552|91190499999|91190522524|91190599999|91190799999|91191099999|91194099999|99253099999|99283099999|99738499999|99999922525,999999-22525,6.590089682436337,Maui County
KY,21117,10.650748403101792,72421093814|99999993814,999999-93814,10.626171542383377,Kenton County
NC,37001,31.25197378005216,720968340|7221933722|72219399999|7222013723|72220199999|72306013722|72317013723|72317493783|72317499999|72319193807|72319393807|72319399999|7420773763|74693499999|7469353709|74693599999|74693993785|74693999999|9999993758|99999913723|99999993807,723174-99999,3.809956271661199,Alamance County
KS,20209,31.491509560811945,7244683967|72446899999|72447593909|72447599999|7245083997|72450899999|72456013996|72456513920|72456599999|72456713921|99999913920|99999913996|99999993909,724468-3967,18.304590583639822,Wyandotte County
PA,42007,24.790544084363543,720378122|72037899999|7251174827|72511799999|72512464705|72512499999|72520094823|7252044813|72520499999|72520514762|72520599999|72520699999|99999914762|99999914812,725204-99999,6.1064043148604945,Beaver County
GA,13223,28.671184289797196,720674249|720714252|722109355|72210999999|72215099999|72215653873|72215699999|72217653884|72217699999|72219013874|7221953888|72219599999|72219653863|72219699999|72219753819|72219799999|72227013864|72227099999|72227399999|72320093801|72320099999|74781263813|74781299999|99999913864|99999913874|99999993801|99999993830|A0001163848,720714-252,4.27608957113754,Paulding County
RI,44003,21.893881460558113,72215114794|72215199999|72505464710|72505699999|72505894793|72505899999|72507014765|72507454752|72507499999|72507799999|72507899999|72507914787|72507999999|99208099999|99414099999|99727499999|99727799999|99727899999|99727999999|99728299999|99728599999|99728899999|99729499999|99800499999|99999914765|99999914788|99999914799|99999954796|99999954797,999999-14765,8.968700410573897,Kent County
AL,1081,24.645365802556917,72026563833|72026599999|72036363872|7222843892|72228499999|72228899999|74908999999,722284-3892,4.6352970474385025,Lee County
VT,50007,23.840618468739432,720494152|72102899999|72611454771|72611499999|72614594705|72617014742|999999425|99999914742|99999994705,726170-14742,3.457544067270267,Chittenden County
TX,48187,31.13267686219551,72073399999|72241612971|72252312970|72252399999|72253012921|72253512909|72253599999|72253612911|72253699999|72253912979|72253999999|72254013904|72254513904|72254599999|72254612910|74905699999|74905899999|999999477|99999912910|99999912911|99999912931|99999913904,722416-12971,10.47168320050437,Guadalupe County
CT,9007,29.793807928577575,720545169|72054599999|72502754788|72502799999|72502964707|72502999999|72504094702|72504514758|72504599999|72504614707|72504699999|72504799999|72504899999|72504999999|72508014740|72508454767|72508499999|72508654734|72508699999|72508714752|72508799999|72508999999|99446099999|99475099999|99489099999|99490099999|99491099999|99492099999|99494099999|99495099999|99496099999|99497099999|99718599999|99728299999|99728399999|99728499999|99729099999|99815599999|99999914707|99999914740|99999914752|99999914758|99999994702|99999994772,720545-169,5.670828940607246,Middlesex County
WI,55105,32.773774337191135,72065699999|7220594866|72205999999|72640399999|7264094897|72640999999|72641014837|7264144873|72641499999|72641594854|72641599999|72646454834|72646499999|99999914837,726415-99999,3.8425505645700904,Rock County
OH,39133,33.73294052421131,72430314813|72430399999|72521014895|7252164842|72521699999|7252244852|72522499999|72524014820|72524399999|7252444809|72524499999|7252454853|72524599999|7252474805|72524799999|72524899999|72525014852|725253380|72525399999|7252564857|72525699999|74471499999|99280099999|99769299999|99799999999|99828199999|99999914813|99999914820|99999914823|99999914843|99999914852|99999914895|99999914896|99999954856,725253-99999,4.076827105387846,Portage County
PA,42027,19.15523516972432,72511954792|72511999999|72512014761|72512099999|72512854739|72512899999|72520399999|99999914746|99999914761|99999954783,725128-54739,5.033487119273486,Centre County
TX,48135,25.95365892482332,72103299999|7223243071|72232499999|7226483031|72264899999|72265023023|72265623040|74916199999|9999993047,722648-3031,9.92701223288083,Ector County
ID,16055,29.69864126446094,7203224129|72032299999|72783424136|72783499999|72783699999,727834-24136,8.352951493939528,Kootenai County
MD,24017,36.75424749788228,72033493764|72033499999|720384124|72038499999|72038999999|72215813752|72215899999|722244358|72224499999|72404013721|72404799999|72404899999|72406093721|72406593733|72406599999|7255143757|74594013705|74594099999|74594599999|99440099999|99730499999|99730999999|99731499999|99770299999|99778199999|99799499999|99840999999|99999913710|99999913721|99999913751|99999913752|99999993721,745940-13705,22.4097949027439,Charles County
MA,25015,31.65683124233247,72507554768|72507599999|72508554756|72508599999|72509594746|72510094746|7251074780|72510799999|74410414763|74410499999|74483099999|74484099999|74491014703|74491099999|74491514775|74491599999|74491699999|9999994780|99999914763|99999914775|99999994746,744910-14703,11.772799029122787,Hampshire County
SC,45035,33.52627625175191,720598191|720606198|72060699999|720609201|72060999999|720612203|720632218|72208013880|72208399999|72208593831|72208613758|72208699999|72208899999|723107371|72310799999|72311553854|72311599999|747917390|74791799999|74909099999|99423099999|99717499999|99738899999|99770999999|99798199999|99799099999|99818799999|99999913758|99999913782|99999913880|99999953854|99999993831,720632-218,7.494140326846129,Dorchester County
FL,12085,31.995306593816778,72203012844|72203599999|72203699999|72204512843|72204799999|72204899999|72210312895|72210399999|72218992815|72218999999|722261360|72226199999|74793012843|74793099999|99405099999|99780799999|99999912843|99999912844|99999912855,722189-92815,14.82999153499762,Martin County
MT,30111,23.257251908296467,72677024033|99999924033|99999924040,999999-24033,15.737194724107496,Yellowstone County
MN,27145,35.78900454671716,72036754927|72036799999|720386125|72038699999|72058299999|72065899999|72211454901|72211499999|7221444945|72214499999|72654399999|7265474931|72654799999|72655014926|72655714910|7265694933|72656999999|72657614928|72657699999|7265784944|72657899999|7265834941|72658399999|72668254914|72668299999|74466799999|99999914910|99999914926|99999914928,720367-54927,14.016937203168563,Stearns County
MI,26147,28.82624998298091,69011099999|72011354829|72011399999|720902298|72090299999|72537514822|72537714804|72537799999|7253844888|72538499999|72538599999|72632099999|72637594817|72637599999|72637699999|99477099999|99725899999|99799699999|99818099999|99833999999|99849299999|99999914804|99999914822,725384-99999,7.580138097089695,St. Clair County
NY,36083,29.70177403544269,72518014735|72518514750|72522014750|74483099999|74484099999|7449944741|74499499999|9999994741|9999994782|99999914735|99999914750,725180-14735,14.92948894985548,Rensselaer County
NC,37035,29.775996659920676,72027763843|72027799999|72212853899|72212899999|72213263801|72213299999|72219863819|72219899999|7230103810|72305563816|72305599999|72314013881|72314453890|72314499999|7231453810|72314753870|72314799999|72314863859|72314899999|72315663812|72315699999|72316563821|72316599999|9999993810|99999913881,723010-3810,10.88614849537277,Catawba County
VA,51510,29.45608431505216,7203173735|72031799999|722692367|72269299999|72309893798|72309899999|72403093738|7240333706|72403399999|72403513773|7240363710|72403699999|72403793728|72403799999|72404899999|72405013743|7240553714|72405599999|99440099999|99729699999|99729899999|99731499999|99999913743|99999913760|99999913773|99999993734,724050-13743,3.3860395112679296,Alexandria City
MI,26075,32.25158171664385,7202844877|72028499999|72537494889|72537614853|72537699999|7253784887|72537899999|72539014836|72539514833|72539614815|72539699999|72539799999|7254044847|72540499999|7254094882|72540999999|7254144886|72541499999|72541554821|72541599999|72541754822|72541799999|99999914815|99999914833|99999914836|99999914853,725395-14833,1.9845078014824975,Jackson County
TN,47163,7.311664804438957,72062399999|72318113877|72318313877|72335013877|99999913877,723350-13877,5.744664072181253,Sullivan County
FL,12061,29.920258634078372,72204012838|72204099999|72204512843|72204799999|72210312895|72210399999|72218992815|72218999999|722261360|72226199999|74793012843|74793099999|74795012867|74795099999|74796012804|74796099999|74904599999|99495199999|99735499999|99780699999|99780799999|99999912838|99999912843|99999912851|99999912855|99999912881,747930-99999,11.993036772307713,Indian River County
MN,27109,28.70653127347183,7202834927|72028399999|72097299999|72200354930|72200399999|72644014925|7265644967|72656499999|7265684961|72656899999|7265884956|72658899999|7265964978|72659699999|7275664902|72756699999|999999343|99999914925,720972-99999,4.147399812170143,Olmsted County
OH,39045,27.274686394115196,720397131|72039799999|720414139|72041499999|720928315|72428014821|72428463825|72428499999|72428513812|72428599999|72428693824|7242884804|72428899999|72429453844|72429499999|7252294858|72522999999|99999913812|99999914821|99999993824|99999993834,724294-99999,1.0389905439165938,Fairfield County
IN,18081,28.765145086366473,69264499999|720575173|72057599999|72081599999|72435653866|72435699999|72436013803|72436113803|72436313803|72436399999|7243753893|72437599999|72438093819|72438453842|72438499999|74907499999|99999963898|99999993819,724356-99999,17.341452452761875,Johnson County
CA,6039,35.34380368037494,72389093193|72389723167|72389799999|72481023203|72481099999|72481523257|72481599999|74504693242|74504699999|99999923167|99999953150|99999993193,745046-99999,25.07102475954793,Madera County
GA,13153,31.971009732814593,72030099999|720948328|72095999999|720962337|72096299999|7221703813|72217513860|72217599999|72218499999|72221763881|72221799999|74780663809|74780699999|74949699999|9999993813,722175-13860,12.597132353685724,Houston County
NY,36093,21.54381400140963,72518014735|72518514750|72522014750|7449944741|74499499999|9999994741|9999994782|99999914735|99999914749|99999914750,744994-4741,5.940496697792636,Schenectady County
PA,42055,35.39015822889303,72282693762|72282699999|72511493778|72511499999|72512614736|99999914736,722826-93762,20.37275983099525,Franklin County
LA,22073,18.635561838755393,72225153958|72225353992|72248613942|99999913942|99999953961,999999-13942,7.138090962140961,Ouachita Parish
GA,13073,24.485228479052612,72026363834|72026399999|72028963836|72028999999|72029453898|72029499999|7221803820|72218113837|72218199999|74908199999|99820599999|9999993820,998205-99999,8.888390499764148,Columbia County
MS,28121,20.782062772983277,720787278|7223503940|72235413927|72235499999|9999993940|99999913956|99999913979,722350-3940,8.643166918694627,Rankin County
MI,26021,27.434819877388247,72037154850|72234354826|72234399999|72635594871|72635599999|72635699999|72635794815|72635799999|99734399999|99801299999,998012-99999,10.667837226988812,Berrien County
GA,13021,27.43021954203804,72030099999|72034863886|72034899999|72095999999|720966339|7221703813|72217513860|72217599999|72221763881|72221799999|74780663809|74780699999|74949699999|9999993813,749496-99999,7.804408755547949,Bibb County
CO,8077,28.7516957630489,720531158|72476023066|72476593013|72476599999|72476699999|9999993076|99999923066,999999-23066,8.906242347891437,Mesa County
ME,23019,36.61745759734159,72607014606|72607099999|72607114606|72607499999|72608814606|72619094626|72619099999|72619199999|72619614610|72619699999|99999914601|99999914606|99999914610|99999914622|99999994644,726196-14610,17.20965101520013,Penobscot County
CA,6031,35.346200941382946,72389093193|72389523149|72389599999|72389693144|72389699999|72389723167|72389799999|72389853119|72389899999|74702023110|74917499999|99999923110|99999923167|99999993193,747020-23110,19.292544537946437,Kings County
CT,9013,36.17115613528352,720545169|72054599999|72502754788|72502799999|72502964707|72502999999|72504614707|72504699999|72504799999|72504899999|72504999999|72505499999|72508014740|72508454767|72508499999|72508714752|72508799999|72508999999|99475099999|99727899999|99728399999|99728499999|99815599999|99999914707|99999914740|99999914752|99999914758|99999994772,725084-99999,10.701946076453321,Tolland County
NH,33013,34.60247618534908,72605014745|7260554743|72605599999|72605654791|72605699999|72611194765|72611694765|72611699999|72615099999|72615554736|72615599999|72616354770|72616399999|72616594721|72616599999|74207864773|74394199999|74394514710|74394599999|74394654754|74394699999|99799399999|99999914710|99999914745|99999914776|99999954794|99999954795|99999994735|99999994765,726050-14745,10.987532726923193,Merrimack County
IA,19103,30.839803771627746,72030999999|7203264981|72032699999|72545014990|7254544903|72545499999|72546214937|72546299999|7254754953|72547599999|7254874950|72548799999|7264984925|72649899999|99999914937,725462-99999,3.091215278198617,Johnson County
MD,24043,27.120494038093035,72033493764|72033499999|7206993724|72069999999|72208113730|72208199999|7228233749|72282399999|72406499999|72406693706|72406699999|74907099999|99999913730|99999913749,724066-93706,8.36513757757942,Washington County
NM,35049,35.07663882184793,72077299999|7226773027|72267799999|72365023050|72365399999|72365493091|72365499999|72365599999|72365623049|72365699999|72367723054|74637599999|9999993033|9999993062|9999993087|99999923050|99999923056,723656-99999,9.682030932374303,Santa Fe County
VA,51179,29.41154269013017,7203173735|72031799999|7221673718|72216799999|722692367|72269299999|72308493775|72308499999|72309893798|72309899999|7231143715|72311499999|72402993775|72402999999|72403093738|7240333706|72403399999|72403513773|7240363710|72403699999|72403793728|72403799999|72405013743|7240553714|72405599999|99731499999|99999913732|99999913743|99999913760|99999913773|99999993734,720317-99999,1.4923398580397362,Stafford County
NJ,34011,30.964162450120156,72407093730|72407493780|72407499999|72407513735|72407613724|72502499999|74596099999|74596513756|7459663726|74596699999|99720999999|99721099999|99727099999|99727699999|99728699999|99730099999|99737299999|99768999999|99777999999|99800299999|99834299999|99999913724|99999913735|99999913753|99999913756|99999913775|99999993730,724075-13735,1.8318588052642706,Cumberland County
MI,26115,26.448737870648447,72011354829|72011399999|7202754872|72027599999|72537094847|72537354819|72537399999|72537494889|72537514822|72537614853|72537699999|72538599999|7254044847|72540499999|72541854823|72541899999|99729399999|99729599999|99999914822|99999914853|99999914856|99999994847,725418-54823,5.432375395033634,Monroe County
TX,48091,35.074891936776325,72032393947|72032399999|72073399999|72241612971|72252312970|72252399999|72253012921|72253512909|72253599999|72253612911|72253699999|72253712961|72253799999|72253912979|72253999999|72254013904|72254013958|72254413958|72254513904|72254599999|72254612910|74901899999|74905699999|74905899999|99999912910|99999912911|99999912931|99999913904|99999913958|99999993947,722416-12971,15.543081908599072,Comal County
FL,12017,31.107464731769216,720655235|721042486|72201292817|72201299999|72201412818|72201499999|72205512861|72205599999|72206499999|72221312819|72221399999|724737377|74904999999|74905099999|74905199999|74905399999|74905499999|99400999999|99408299999|99408599999|99464099999|99474099999|99999992802,720655-235,5.455327560541838,Citrus County
IN,18105,39.18361836258169,69264499999|72081599999|720903441|72435653866|72435699999|72436013803|72436113803|72436313803|72436399999|72437093823|72437099999|72437193823|7243733868|72437393823|72437399999|7243753893|72437599999|72438093819|72438453842|72438499999|74907499999|9999993868|99999963898|99999993819|99999993823,724375-3893,5.1924071441280795,Monroe County
MN,27139,30.871192539194997,72058399999|72200354930|72200399999|72203254916|72203299999|72211454901|72211499999|7221444945|72214499999|7265624943|72656299999|72656394969|72656399999|7265684961|72656899999|7265694933|72656999999|72657399999|72657594960|72657599999|72657794974|72657799999|72657994963|72657999999|72658014922|72658414927|72658499999|72658514954|72658599999|7266034974|72660399999|7275174932|72751799999|99999914922|99999914927|99999914947,726579-99999,12.379489627131997,Scott County
NC,37135,29.268699942148128,7202883711|72028899999|720968340|7221413731|72214199999|7221933722|72219399999|7222013723|72220199999|72306013722|72317013723|72317493783|72317499999|7420773763|74693993785|74693999999|9999993758|99999913723,999999-3758,6.4029124537990825,Orange County
GA,13077,31.33266817376341,720674249|720714252|720966339|72215099999|72217653884|72217699999|72219013874|7221953888|72219599999|72219653863|72219699999|72219753819|72219799999|72227013864|72227099999|72227399999|74780663809|74780699999|7478073821|74780799999|74781263813|74781299999|74901199999|99999913864|99999913874|99999993830,722176-99999,2.5172863445953637,Coweta County
GA,13097,28.581418356849667,720674249|720714252|720966339|722109355|72210999999|72215099999|72215653873|72215699999|72217653884|72217699999|72219013874|7221953888|72219599999|72219653863|72219699999|72219753819|72219799999|72227013864|72227099999|72227399999|72320093801|74781263813|74781299999|99999913864|99999913874|99999993801|99999993830|A0001163848,722195-3888,14.944841079102815,Douglas County
NM,35043,34.30376533587518,7236473034|72364799999|72365023050|72365399999|72365493091|72365499999|72365623049|72365699999|7236573014|72365799999|9999993014|9999993062|9999993087|99999923050,723657-99999,19.252540269361514,Sandoval County
OK,40017,29.23979579364038,72034253947|72034299999|72035853999|720628215|72062899999|72207153935|72207199999|722368364|72236899999|72353013967|72353753913|72353799999|72354013919|72354099999|7235443954|72354499999|7235703948|72357099999|9999993948|99999913919|99999913967|99999993908,720358-53999,4.966063843864785,Canadian County
NC,37151,33.56004761921504,720968340|72103899999|72207953888|72207999999|72214863824|72214899999|7222013723|72220199999|72303493747|72303499999|7231433720|72314399999|72315663812|72315699999|72317013723|72317493783|72317499999|72319193807|72319393807|72319399999|72529499999|74693499999|7469353709|74693599999|74693993785|74693999999|9999993758|99999913723|99999993807,746935-3709,6.3346731254320074,Randolph County
MS,28059,27.516575135520576,72223799999|74757093874|74768593874|74768599999|74768613820|74768699999|74768853858|74768899999|99212099999|99272099999|99442099999|99736799999|99774299999|99778499999|99801699999|99817199999|99819299999|99819699999|99820199999|99820299999|99821999999|99823199999|99823399999|99823499999|99823899999|99823999999,747688-99999,8.02677227625157,Jackson County
IL,17161,34.492693818425764,72208994959|72208999999|7222044996|72220499999|72532399999|7253264894|72532699999|72544014923|99999914923,999999-14923,2.310126134858531,Rock Island County
AZ,4005,36.55307683211587,72005999999|720635221|7237503103|72375099999|7237553103|72376099999|72378199999|7237833195|72378399999|9999993103|99999953155|99999953159,723783-99999,21.735765292359055,Coconino County
PA,42107,39.178735405200754,72032464753|72032499999|72399014711|72510114712|72510314712|72510399999|72510514770|72510599999|72510954782|72510999999|72511014751|72511114751|72511199999|72511514711|72511654737|72511699999|72511814751|72511899999|72514454723|72514499999|72517014737|72517199999|99999914737|99999914751|99999914760|99999914770,999999-14760,11.22136742762421,Schuylkill County
NJ,34037,31.729259318932243,720581178|72058199999|72224754785|72224799999|72407754779|72407799999|72409454743|72409499999|72409754738|72409799999|72410499999|72502014734|72502594741|72502599999|74000154793|74000199999|99727199999|99774399999|999999178|99999914734|99999994741,740001-54793,5.328290632434476,Sussex County
NC,37159,34.6113663068146,72103899999|72207953888|72207999999|72212853899|72212899999|72213263801|72213299999|72214863824|72214899999|7230103810|72305563816|72305599999|72314013881|7231453810|72314753870|72314799999|72315663812|72315699999|72317013723|72319193807|72319393807|72319399999|72319453872|72319499999|725294383|72529499999|74693499999|7469353709|74693599999|9999993810|99999913723|99999913881|99999993807,723156-63812,0.5292255749512763,Rowan County
TN,47189,25.526237558867326,72327013897|72327199999|72327313827|72327399999|723274372|72327499999|74908399999|99999913897|99999993803,749083-99999,1.9417511819629312,Wilson County
LA,22063,33.076361788697355,720967457|721046460|72104699999|72231012916|7223123908|72231299999|72231553917|72231713970|72232013970|99476099999|99736099999|99736599999|99819499999|999999460|99999913970|99999993906,722312-99999,19.290981981423787,Livingston Parish
PA,42075,29.54519852865624,720408136|72040899999|72399014711|72510114712|72510314712|72510399999|72510514770|72510599999|72510954782|72510999999|72511014751|72511114751|72511199999|72511493778|72511499999|72511514711|72511654737|72511699999|72511814751|72511899999|72514454723|72514499999|9999993761|99999914751|99999914760|99999914770,725144-54723,7.338514689256981,Lebanon County
CA,6055,36.77441191327616,720406135|72040699999|720576174|72057699999|72093599999|72482893241|72482899999|72483023232|72483993225|72483999999|72493623254|72493999999|72494399999|72495023250|72495023254|72495399999|72495593227|72495599999|72495623211|72495723213|72495799999|72495899999|72499599999|74503999999|74504599999|74506599999|74516023202|74516099999|74516599999|74917599999|99401699999|99402299999|99403499999|99403699999|99773499999|99801199999|99819799999|99847499999|99847599999|99847699999|99847799999|99847899999|99847999999|99849699999|99999923202|99999923232|99999923238|99999923239|99999923246|99999923254|99999923271|99999993245|A07049320,724955-99999,20.42165655035066,Napa County
TX,48367,35.56664186714512,72026153976|72026199999|72028653977|72028699999|72030553964|72030599999|72031853965|72031899999|72032053981|72032099999|72209453984|72209499999|72210299999|72247953907|72247999999|72258593901|7225893991|72258999999|7225903927|7225933985|72259399999|72259453909|72259499999|72259513911|72259613961|72259793985|7226003969|72260099999|74739013961|74901999999|9999993927|9999993943|9999993944|9999993969|99999913907|99999993901|99999993903|99999993904,722597-93985,14.841605961393233,Parker County
SC,45041,34.85650362649304,720604196|720605197|720608200|720611202|720613204|720631217|72063199999|720633219|72310613744|723107371|72310799999|7231163742|72311699999|74790013849|74790099999|74792099999|99999913744,999999-13744,11.127674904384856,Florence County
TX,48441,23.158941225511473,69019013910|69019099999|720771276|72096513910|72219223033|72219299999|72266013962|72266513910|72334899999|74916299999|9999993072|99999913910,690190-99999,8.2987004253128,Taylor County
NC,37019,25.576520860111092,72027493799|72027499999|7202793705|72027999999|7221913721|72219199999|72301113748|72301313748|72301599999|72301699999|72302013748|72302099999|74906999999|99707799999|99731099999|99738999999|99743499999|99769599999|99779499999|99800699999|99999913748,997794-99999,12.81650215425739,Brunswick County
MN,27171,31.532639443610567,72036754927|72036799999|72211454901|72211499999|7221444945|72214499999|72655014926|7265694933|72656999999|72657594960|72657599999|72657794974|72657799999|72657994963|72657999999|72658014922|7265834941|72658399999|72658414927|72658499999|72668254914|72668299999|7275034909|72750399999|7275174932|72751799999|99999914922|99999914926|99999914927|99999914947,722144-4945,4.431735827553645,Wright County
CA,6023,27.136048675849533,72584899999|72594024213|72594099999|72594524283|72594799999|72594899999|74015499999|74018499999|749485396|99265099999|99274099999|99401799999|99731799999|99999924283,725940-24213,16.764445090680397,Humboldt County
TX,48381,23.921602365978444,720393129|72039399999|72363023047,723630-23047,20.266438810035726,Randall County
WI,55131,30.403196051691392,7220594866|72205999999|72640014839|72640399999|72640594869|72640599999|72640799999|72640899999|7264094897|72640999999|7264134875|72641399999|72642494818|72642499999|7264254841|72642599999|72645694855|72645699999|72646454834|72646499999|7265064840|72650699999|7265094898|72650999999|99299099999|99433099999|99734299999|99773699999|99999914839|99999994869,726413-4875,5.9498960250122215,Washington County
WI,55073,24.078025235123828,72233254953|72233299999|72641754911|72641799999|7264264895|72642699999|7264494891|72644999999|7264524826|72645299999|72646014897|72646114897|72646314897|72646594890|72646599999|72657494985|72657499999|7266264864|72662699999|99999914897,726460-14897,6.773042279307887,Marathon County
VA,51650,23.162105345600736,7202853734|72028599999|7202973730|72029799999|720499154|72212199999|72307513769|72307699999|72307799999|72308013737|72308313763|72308399999|72308513750|72308693741|72308699999|72308793735|72308799999|72308899999|7240063701|72400699999|7240073719|72400799999|72401993773|72401999999|72402599999|72402899999|72517213762|74598013702|74598099999|99235099999|99371199999|99402099999|99729999999|99730599999|99730899999|99731599999|99737199999|99769199999|99769399999|99770899999|99778299999|99778399999|99778699999|99785299999|99801799999|99824599999|9999993739|99999913737|99999913742|99999913750|99999913759|99999913762|99999913763|99999913769|99999993731|99999993735,745980-13702,1.9311182944707208,Hampton City
VA,51177,32.42277989706399,7203173735|72031799999|720501155|72050199999|7221673718|72216799999|722692367|72269299999|72308493775|72308499999|72309893798|72309899999|7231143715|72311499999|72401013740|72401693736|72401699999|72402993775|72402999999|7240333706|72403399999|72403513773|7240363710|72403699999|72403793728|72403799999|9999993759|99999913732|99999913760|99999913773|99999993736,724033-99999,12.562211584228315,Spotsylvania County
OH,39023,31.694717483196012,720651232|720713251|720928315|720944324|72224963887|72427653859|72427699999|72428014821|72428463825|72428499999|72428513812|72428599999|7242884804|72428899999|72429093815|7242953867|72429563888|72429599999|72429613841|72429699999|74570013840|74570099999|9999993867|99999913812|99999914821|99999993815|99999993834,999999-3867,5.296447760838842,Clark County
NC,37085,29.870240980270886,69132499999|720968340|7220733727|72207399999|7221313713|72213199999|7222013723|72220199999|72303013714|72303099999|72303493747|72303499999|72303593740|72303599999|72304499999|72306013722|72310993782|72310999999|7231433720|72314399999|74693093737|74693099999|7469363712|74693699999|74693993785|74693999999|74906899999|9999993758|99999913711|99999993737,746936-3712,7.671993836381559,Harnett County
MI,26025,28.997302928444284,7202844877|72028499999|72037154850|72066199999|72538354827|72538399999|72539014836|72539514833|72539614815|72539699999|72539799999|7254094882|72540999999|7254144886|72541499999|72541554821|72541599999|72541754822|72541799999|72635794815|72635799999|99999914815|99999914833|99999914836|A07359240,725415-54821,2.5624008428544998,Calhoun County
LA,22105,38.37631583012027,720467148|721046460|72104699999|72231012916|7223123908|72231299999|72231553917|72231599999|72231713970|72232013970|72233053865|72233099999|72236653865|72236699999|99476099999|99736599999|99819499999|999999460|99999913970|99999993906,722312-3908,7.3112869893134524,Tangipahoa Parish
TX,48181,30.940823334355425,72028753967|72028799999|72030299999|721044448|72254153914|72254199999|72255293929|72255299999|7225893991|72258999999|7225983970|72259899999|72267399999,720287-53967,6.013584980309721,Grayson County
IL,17179,31.083376430927196,7201414868|72014199999|72439093822|72439754831|72439799999|72532014842|7446724862|74467299999|99999914842|99999993822|A000174868,725320-14842,14.200824554868726,Tazewell County
KY,21015,5.898924832098699,72421093814|99999993814,999999-93814,5.869243750156103,Boone County
TX,48485,21.683782731929835,72028153969|72028199999|72040399999|720404134|72040499999|72351013966|72351399999|99999913966|A0001953969,723510-13966,12.10766285960371,Wichita County
IA,19013,28.925269245558646,7202934989|72029399999|7203264981|72032699999|72233154941|72233199999|72546194988|72546199999|72546314966|72546399999|72548094910|7254884955|72548899999|99999994910,725480-94910,7.463572316953679,Black Hawk County
NC,37155,30.700265811867034,69132499999|72027493799|72027499999|7202793705|72027999999|7220433738|72204399999|7220733727|72207399999|7222433738|72303013714|72303099999|72303493747|72303499999|72303593740|72303599999|72310813776|72310899999|72310993782|72310999999|7231433720|72314399999|74693093737|74693099999|74906899999|99999913711|99999913776|99999993737,723108-99999,3.2983139254916587,Robeson County
TN,47009,24.777346146543,72090799999|72324653868|72326013891|72326499999|72427053868|72427099999|9999993841|99999913891,723260-13891,9.637654084864405,Blount County
PA,42021,34.44849270185723,72511954792|72511999999|72512014761|72512099999|7251254787|72512599999|72512614736|7251274726|72512799999|72517564706|72517599999|72520754735|72520799999|9999994726|99999914736|99999914741|99999914746|99999914761|99999954783,725127-99999,13.823130841162731,Cambria County
KY,21227,15.396496904838008,722322361|72232299999|74671693808|99999963849|99999993808,746716-93808,1.9721594592464404,Warren County
OH,39173,32.37038767588932,72070999999|7242874848|72428799999|72428999999|7242984850|72429899999|72524999999|7252544851|72525499999|72536094830|72536614825|99434099999|99729399999|99729599999|99734499999|99999914825|99999914849|99999994830|A07086468,724287-4848,15.825132353888685,Wood County
LA,22079,25.823625549957487,72034653991|72231953943|72231999999|7223903931|72239099999|72248713935|7228203949|72282099999|72282153988|72282199999|72282263903|74754013934|74754093915|74754099999|74755099999|9999993931|9999993939|99999913935|99999993915,747550-99999,4.943056049824946,Rapides Parish
PA,42051,28.2649324217563,7251174827|72511799999|72520094823|72520514762|72520599999|72520754735|72520799999|74906799999|99999914762|A0003093795,749067-99999,2.0674256270068248,Fayette County
NH,33017,28.313850020392344,72507699999|72509699999|72603799999|72605014745|7260554743|72605599999|72605654791|72605699999|72605899999|72605999999|72606599999|72608799999|72615099999|72615554736|72615599999|74207864773|74394199999|74394514710|74394599999|74394654754|74394699999|99278099999|99427099999|99715099999|99727599999|99799399999|99999914710|99999914745|99999954794|99999954795|99999994735,726056-99999,5.117071958819683,Strafford County
FL,12119,37.21399494723609,72037392824|720655235|721042486|72201192813|72201199999|72201292817|72201299999|72201412818|72201499999|72201712876|72201799999|72205312841|72205399999|72205512861|72205599999|72206499999|72211912883|72211999999|72221312819|72221399999|724737377|72474299999|74793112876|74904799999|74904999999|74905099999|74905199999|74905499999|99408299999|99408599999|99474099999|99999912815|99999912841|99999912847|99999912889|99999992802,749054-99999,1.5061749717966941,Sumter County
TX,48257,36.436736104248006,72029153970|72029199999|72029953966|72029999999|72104399999|721044448|72204253978|72204299999|72209453984|72209499999|72214353975|72214399999|72246953912|72246999999|72247953907|72247999999|72248953911|72248999999|72254153914|72254199999|72258013960|72258113960|72258313960|72258593901|72258813926|72258899999|7225903927|7225983970|72259899999|7225993971|72259999999|999999447|9999993927|99999913907|99999993901,722489-53911,7.911236026063637,Kaufman County
IN,18095,30.448024382073054,720575173|72057599999|72435653866|72435699999|72438093819|72438453842|72438499999|7243854828|72438599999|72438754807|72438799999|72533499999|72533594833|72533599999|72533694895|72533699999|74421494852|74421499999|99999993819,724385-4828,6.2380968669619605,Madison County
